file_type,file_path,preview_detected,status,screenshot
PNG,C:\Users\shanm\Desktop\New folder (4)\test_automation_ui\sample.png,True,PASS,C:\Users\shanm\Desktop\New folder (4)\test_automation_ui\results\preview_pass.png
